survey_id,site_name,site_country,latitude,longitude,region,date_start,date_end,transect,start_at,start_time,end_time,species,amount,stipes,distance,observer
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,5,08/18/2023,12:52 pm, 1:03 pm,Acid Weed,57,,25.4,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,6,08/18/2023, 1:10 pm, 1:19 pm,Sugar Kelp,53,,18.7,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,6,08/18/2023, 1:10 pm, 1:19 pm,Acid Weed,28,,30.0,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,6,08/18/2023, 1:10 pm, 1:19 pm,Five-Ribbed Kelp,1,,30.0,Jackie  Selbitschka
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,1,06/11/2024, 9:46 am, 9:55 am,Woody Kelp,7,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,1,06/11/2024, 9:46 am, 9:55 am,Sugar Kelp,18,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,1,06/11/2024, 9:46 am, 9:55 am,Five-Ribbed Kelp,1,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,1,06/11/2024, 9:46 am, 9:55 am,Acid Weed,1,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:17 am, 9:37 am,Sugar Kelp,51,,18.2,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:17 am, 9:37 am,Woody Kelp,55,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:17 am, 9:37 am,Wire Weed,2,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:17 am, 9:37 am,Five-Ribbed Kelp,2,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:17 am, 9:37 am,Bull Kelp,5,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:17 am, 9:37 am,Acid Weed,2,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,06/16/2024, 3:43 pm, 3:56 pm,Sugar Kelp,29,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,06/16/2024, 3:43 pm, 3:56 pm,Woody Kelp,17,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,06/16/2024, 3:43 pm, 3:56 pm,Acid Weed,2,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,06/16/2024, 3:43 pm, 3:56 pm,Five-Ribbed Kelp,4,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,4,06/12/2024,10:46 am,11:06 am,Bull Kelp,32,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,4,06/12/2024,10:46 am,11:06 am,Acid Weed,8,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,4,06/12/2024,10:46 am,11:06 am,Five-Ribbed Kelp,50,,27.1,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,4,06/12/2024,10:46 am,11:06 am,Woody Kelp,75,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,4,06/12/2024,10:46 am,11:06 am,Sugar Kelp,51,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,4,06/12/2024,10:46 am,11:06 am,Wire Weed,1,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,5,06/12/2024,10:13 am,10:40 am,Bull Kelp,32,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,5,06/12/2024,10:13 am,10:40 am,Five-Ribbed Kelp,54,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,5,06/12/2024,10:13 am,10:40 am,Sugar Kelp,70,,10.3,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,5,06/12/2024,10:13 am,10:40 am,Woody Kelp,52,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,5,06/12/2024,10:13 am,10:40 am,Acid Weed,15,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,6,06/12/2024,12:00 pm,12:20 pm,Woody Kelp,57,,27.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,6,06/12/2024,12:00 pm,12:20 pm,Five-Ribbed Kelp,52,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,6,06/12/2024,12:00 pm,12:20 pm,Sugar Kelp,55,,23.5,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,6,06/12/2024,12:00 pm,12:20 pm,Bull Kelp,44,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,6,06/12/2024,12:00 pm,12:20 pm,Acid Weed,10,,30.0,Adam Schare
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,6,06/12/2024,12:00 pm,12:20 pm,Wire Weed,3,,30.0,Adam Schare
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,1,05/31/2025,10:34 am,10:42 am,Sugar Kelp,55,,16.0,Steve Cook
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,1,05/31/2025,10:34 am,10:42 am,Five-Ribbed Kelp,20,,30.0,Steve Cook
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,1,05/31/2025,10:34 am,10:42 am,Bull Kelp,4,,30.0,Steve Cook
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,2,05/31/2025, 9:49 am, 9:52 am,Sugar Kelp,52,,12.1,Sophie Schwager
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,2,05/31/2025, 9:49 am, 9:52 am,Five-Ribbed Kelp,22,,30.0,Sophie Schwager
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,2,05/31/2025, 9:49 am, 9:52 am,Bull Kelp,3,,30.0,Sophie Schwager
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,2,05/31/2025, 9:49 am, 9:52 am,Acid Weed,1,,30.0,Sophie Schwager
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,3,05/31/2025,10:09 am,10:19 am,Sugar Kelp,117,,22.0,Catalina  Burch
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,3,05/31/2025,10:09 am,10:19 am,Five-Ribbed Kelp,48,,30.0,Catalina  Burch
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,3,05/31/2025,10:09 am,10:19 am,Sieve Kelp,3,,30.0,Catalina  Burch
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,3,05/31/2025,10:09 am,10:19 am,Bull Kelp,2,,30.0,Catalina  Burch
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,4,05/31/2025,10:05 am,10:12 am,Sugar Kelp,37,,30.0,Steve Cook
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,4,05/31/2025,10:05 am,10:12 am,Five-Ribbed Kelp,18,,30.0,Steve Cook
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,5,05/31/2025,10:15 am,10:33 am,Sugar Kelp,56,,10.4,Tim McClure
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,5,05/31/2025,10:15 am,10:33 am,Bull Kelp,26,,30.0,Tim McClure
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,5,05/31/2025,10:15 am,10:33 am,Five-Ribbed Kelp,53,,30.0,Tim McClure
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,5,05/31/2025,10:15 am,10:33 am,Acid Weed,1,,30.0,Tim McClure
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,6,05/31/2025,10:13 am,10:24 am,Sugar Kelp,54,,5.3,Kyra Anderson
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,6,05/31/2025,10:13 am,10:24 am,Bull Kelp,50,,30.0,Kyra Anderson
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,6,05/31/2025,10:13 am,10:24 am,Five-Ribbed Kelp,10,,30.0,Kyra Anderson
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,1,08/29/2025,11:04 am,11:22 am,Five-Ribbed Kelp,1,,30.0,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,1,08/29/2025,11:04 am,11:22 am,Sieve Kelp,4,,30.0,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,1,08/29/2025,11:04 am,11:22 am,Sugar Kelp,51,,18.3,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,1,08/29/2025,11:04 am,11:22 am,Wire Weed,2,,30.0,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,2,08/29/2025,11:23 am,11:39 am,Five-Ribbed Kelp,7,,30.0,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,2,08/29/2025,11:23 am,11:39 am,Sugar Kelp,52,,20.5,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,2,08/29/2025,11:23 am,11:39 am,Wire Weed,1,,30.0,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,2,08/29/2025,11:23 am,11:39 am,Bull Kelp,1,,30.0,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,3,08/29/2025,11:42 am,11:55 am,Five-Ribbed Kelp,2,,30.0,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,3,08/29/2025,11:42 am,11:55 am,Sieve Kelp,6,,30.0,Megan Williams
0706a9be-db82-4ae1-8db2-e4e9688f3598,Sirens of Spring ,United States of America,47.618148,-122.360893,California,08/29/2025,08/29/2025,3,08/29/2025,11:42 am,11:55 am,Sugar Kelp,41,,30.0,Megan Williams
