survey_id,site_name,site_country,latitude,longitude,region,date_start,date_end,transect,start_at,start_time,end_time,depth_start_ft,depth_end_ft,heading,visibility,species,amount,min_cm,max_cm,size_category,sex_age,observer
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,7,06/04/2023, 9:57 am,10:01 am,61.0,62.0,200,4.2,Copper Rockfish,1,47.0,47.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,7,06/04/2023, 9:57 am,10:01 am,61.0,62.0,200,4.2,Copper Rockfish,1,41.0,41.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,7,06/04/2023, 9:57 am,10:01 am,61.0,62.0,200,4.2,Copper Rockfish,1,43.0,43.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,7,06/04/2023, 9:57 am,10:01 am,61.0,62.0,200,4.2,Copper Rockfish,1,44.0,44.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,7,06/04/2023, 9:57 am,10:01 am,61.0,62.0,200,4.2,Copper Rockfish,2,40.0,40.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,7,06/04/2023, 9:57 am,10:01 am,61.0,62.0,200,4.2,Copper Rockfish,2,36.0,36.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,7,06/04/2023, 9:57 am,10:01 am,61.0,62.0,200,4.2,Copper Rockfish,1,27.0,27.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,7,06/04/2023, 9:57 am,10:01 am,61.0,62.0,200,4.2,Yellowtail Rockfish,1,26.0,26.0,,"",Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,8,06/04/2023,10:20 am,10:24 am,52.0,51.0,20,4.2,Lingcod,1,38.0,38.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,8,06/04/2023,10:20 am,10:24 am,52.0,51.0,20,4.2,Quillback Rockfish,1,18.0,18.0,,"",Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,9,06/04/2023,12:05 pm,12:10 pm,50.0,50.0,200,4.2,Lingcod,1,44.0,44.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,10,06/04/2023,10:28 am,10:34 am,61.0,63.0,200,4.2,Copper Rockfish,1,38.0,38.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,11,06/04/2023,12:21 pm,12:25 pm,45.0,44.0,200,4.2,Copper Rockfish,1,35.0,35.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,12,06/04/2023,12:16 pm,12:20 am,33.0,30.0,20,5,Black Rockfish,3,28.0,28.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,12,06/04/2023,12:16 pm,12:20 am,33.0,30.0,20,5,Striped Perch,2,14.0,14.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,13,06/04/2023,10:16 am,10:20 am,48.0,46.0,20,"",Quillback Rockfish,1,15.0,15.0,,"",Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,13,06/04/2023,10:16 am,10:20 am,48.0,46.0,20,"",Copper Rockfish,3,32.0,32.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,13,06/04/2023,10:16 am,10:20 am,48.0,46.0,20,"",Lingcod,1,38.0,38.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,14,06/04/2023,12:23 pm,12:28 pm,19.0,18.0,200,5,Copper Rockfish,1,20.0,20.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,14,06/04/2023,12:23 pm,12:28 pm,19.0,18.0,200,5,Copper Rockfish,4,25.0,25.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,14,06/04/2023,12:23 pm,12:28 pm,19.0,18.0,200,5,Copper Rockfish,2,16.0,16.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,14,06/04/2023,12:23 pm,12:28 pm,19.0,18.0,200,5,Copper Rockfish,2,28.0,28.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,14,06/04/2023,12:23 pm,12:28 pm,19.0,18.0,200,5,Copper Rockfish,1,24.0,24.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,14,06/04/2023,12:23 pm,12:28 pm,19.0,18.0,200,5,Kelp Perch,1,6.0,6.0,,"",Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,14,06/04/2023,12:23 pm,12:28 pm,19.0,18.0,200,5,Striped Perch,5,18.0,18.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,14,06/04/2023,12:23 pm,12:28 pm,19.0,18.0,200,5,Striped Perch,2,20.0,20.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,15,06/04/2023,10:43 am,10:48 am,31.0,31.0,200,5,Striped Perch,6,11.0,11.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,15,06/04/2023,10:43 am,10:48 am,31.0,31.0,200,5,Striped Perch,5,20.0,20.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,15,06/04/2023,10:43 am,10:48 am,31.0,31.0,200,5,Pile Perch,1,10.0,10.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,16,06/04/2023,10:22 am,10:26 am,35.0,35.0,200,"",Copper Rockfish,1,21.0,21.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,16,06/04/2023,10:22 am,10:26 am,35.0,35.0,200,"",Copper Rockfish,1,31.0,31.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,16,06/04/2023,10:22 am,10:26 am,35.0,35.0,200,"",Brown Rockfish,1,22.0,22.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,16,06/04/2023,10:22 am,10:26 am,35.0,35.0,200,"",Striped Perch,2,22.0,22.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,17,06/04/2023,12:26 pm,12:30 pm,35.0,33.0,20,4.2,Copper Rockfish,1,33.0,33.0,,,Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,17,06/04/2023,12:26 pm,12:30 pm,35.0,33.0,20,4.2,Kelp Perch,1,17.0,17.0,,"",Tim McClure (old)
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,18,06/04/2023,10:48 am,10:54 am,17.0,17.0,20,5,Striped Perch,22,5.0,5.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,18,06/04/2023,10:48 am,10:54 am,17.0,17.0,20,5,Striped Perch,2,14.0,14.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,18,06/04/2023,10:48 am,10:54 am,17.0,17.0,20,5,Brown/Copper/Quillback YOY,1,1.0,10.0,,"",Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,19,06/04/2023,12:38 pm,12:43 pm,31.0,29.0,20,5,Striped Perch,1,9.0,9.0,,,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,19,06/04/2023,12:38 pm,12:43 pm,31.0,29.0,20,5,Pile Perch,1,8.0,8.0,,,Michelle Halpin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:42 am, 9:48 am,17.0,15.0,230,"",Buffalo Sculpin,1,10.0,10.0,,"",Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:40 am, 9:45 am,16.0,15.0,50,2.3,Black Rockfish,1,24.0,24.0,,,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:40 am, 9:45 am,16.0,15.0,50,2.3,Forage Fish,195,5.0,6.0,,"",Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:40 am, 9:45 am,16.0,15.0,50,2.3,Kelp Perch,1,12.0,12.0,,"",Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,10:19 am,10:23 am,16.0,16.0,50,2.3,Forage Fish,150,5.0,6.0,,"",Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:10 pm,12:13 pm,9.0,9.0,230,"",Kelp Greenling (Male),1,17.0,17.0,,Male,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:07 pm,12:12 pm,10.0,10.0,50,"",No Fish Found,0,,,,"",Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:41 pm,12:48 pm,9.0,9.0,50,"",Striped Perch,1,15.0,15.0,,,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,7,07/06/2025,10:38 am,10:43 am,15.0,16.0,50,"",Copper Rockfish,1,24.0,24.0,,,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,8,07/06/2025,10:45 am,10:50 am,17.0,14.0,50,0,Kelp Greenling (Male),1,30.0,30.0,,Male,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,9,07/06/2025,12:50 pm,12:55 pm,10.0,9.0,50,"",Striped Perch,50,5.0,8.0,,,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,10,07/06/2025,12:55 pm, 1:00 pm,8.0,9.0,50,"",No Fish Found,0,,,,"",Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,11,07/06/2025, 1:00 pm, 1:05 pm,9.0,9.0,50,"",Kelp Greenling (Male),1,12.0,12.0,,Male,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,12,08/01/2025, 3:58 pm, 4:01 pm,17.0,17.0,50,6,Brown/Copper/Quillback YOY,1,1.0,10.0,,"",Michelle Halpin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,12,08/01/2025, 3:58 pm, 4:01 pm,17.0,17.0,50,6,Forage Fish,12,6.0,6.0,,"",Michelle Halpin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,13,08/01/2025, 4:03 pm, 4:07 pm,17.0,16.0,50,6,No Fish Found,0,,,,"",Michelle Halpin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,14,08/01/2025, 4:08 pm, 4:11 pm,16.0,17.0,50,6,No Fish Found,0,,,,"",Michelle Halpin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,15,08/01/2025, 3:57 pm, 4:01 pm,19.0,18.0,50,6,Yellowtail Rockfish,5,17.0,20.0,,"",Sophie Schwager
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,15,08/01/2025, 3:57 pm, 4:01 pm,19.0,18.0,50,6,Copper Rockfish,1,22.0,22.0,,,Sophie Schwager
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,15,08/01/2025, 3:57 pm, 4:01 pm,19.0,18.0,50,6,Shiner Perch,12,10.0,12.0,,"",Sophie Schwager
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,16,08/01/2025, 4:03 pm, 4:06 pm,17.0,17.0,50,6,Kelp Greenling (Female),1,55.0,55.0,,Female,Sophie Schwager
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,16,08/01/2025, 4:03 pm, 4:06 pm,17.0,17.0,50,6,Kelp Greenling (Female),1,47.0,47.0,,Female,Sophie Schwager
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,17,08/01/2025, 4:07 pm, 4:10 pm,17.0,17.0,50,6,Kelp Greenling (Male),1,34.0,34.0,,Male,Sophie Schwager
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,18,08/01/2025, 4:00 pm, 4:05 pm,18.0,17.0,50,4.5,No Fish Found,0,,,,"",Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,19,08/01/2025, 4:06 pm, 4:09 pm,17.0,19.0,50,4.5,No Fish Found,0,,,,"",Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,20,08/01/2025, 4:10 pm, 4:14 pm,19.0,18.0,50,4.5,Yellowtail Rockfish,7,15.0,15.0,,"",Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,20,08/01/2025, 4:10 pm, 4:14 pm,19.0,18.0,50,4.5,Kelp Greenling (Female),1,55.0,55.0,,Female,Erica Bleke
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:29 am, 9:33 am,49.0,45.0,180,9,Copper Rockfish,2,37.0,37.0,,,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:29 am, 9:33 am,49.0,45.0,180,9,Shiner Perch,22,8.0,10.0,,"",Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:29 am, 9:33 am,49.0,45.0,180,9,Pile Perch,1,11.0,11.0,,,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:29 am, 9:33 am,49.0,45.0,180,9,Striped Perch,1,22.0,22.0,,,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:29 am, 9:33 am,49.0,45.0,180,9,Striped Perch,1,17.0,17.0,,,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:29 am, 9:33 am,49.0,45.0,180,9,Lingcod,1,58.0,58.0,,,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Lingcod,1,57.0,57.0,,,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Lingcod,1,84.0,84.0,,,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Lingcod,1,59.0,59.0,,,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Lingcod,1,48.0,48.0,,,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Spotted Ratfish,1,49.0,49.0,,"",Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Kelp Greenling (Female),1,34.0,34.0,,Female,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Copper Rockfish,1,36.0,36.0,,,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Copper Rockfish,1,39.0,39.0,,,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Copper Rockfish,1,19.0,19.0,,,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:28 am, 9:34 am,52.0,55.0,0,11.3,Copper Rockfish,2,31.0,31.0,,,Tim McClure
