survey_id,site_name,site_country,latitude,longitude,region,date_start,date_end,transect,start_at,start_time,end_time,species,amount,size,distance,observer
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,3,06/04/2023,12:27 pm,12:39 pm,Rock Crab,3,,30.0,Doug Siegel
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,3,06/04/2023,12:27 pm,12:39 pm,Plumose Anemone,11,,30.0,Doug Siegel
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,3,06/04/2023,12:27 pm,12:39 pm,Green/Pallid Urchin,2,,30.0,Doug Siegel
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,4,06/04/2023,10:07 am,10:15 am,Orange Cucumber,12,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,4,06/04/2023,10:07 am,10:15 am,Plumose Anemone,6,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,4,06/04/2023,10:07 am,10:15 am,Mottled Star,4,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,4,06/04/2023,10:07 am,10:15 am,California Sea Cucumber,7,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,4,06/04/2023,10:07 am,10:15 am,Rock Crab,1,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,5,06/04/2023,12:15 pm,12:27 pm,Orange Cucumber,47,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,5,06/04/2023,12:15 pm,12:27 pm,Plumose Anemone,2,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,5,06/04/2023,12:15 pm,12:27 pm,California Sea Cucumber,28,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,5,06/04/2023,12:15 pm,12:27 pm,Mottled Star,5,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,5,06/04/2023,12:15 pm,12:27 pm,Kelp Crab,3,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,5,06/04/2023,12:15 pm,12:27 pm,Rock Crab,2,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,5,06/04/2023,12:15 pm,12:27 pm,Blood Star,2,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,5,06/04/2023,12:15 pm,12:27 pm,Kelp Crab (Juvenile),2,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,6,06/04/2023,10:30 am,10:40 am,Orange Cucumber,53,,9.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,6,06/04/2023,10:30 am,10:40 am,Plumose Anemone,4,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,6,06/04/2023,10:30 am,10:40 am,Mottled Star,2,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,6,06/04/2023,10:30 am,10:40 am,California Sea Cucumber,47,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,6,06/04/2023,10:30 am,10:40 am,Rock Crab,3,,30.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,6,06/04/2023,10:30 am,10:40 am,Kelp Crab,6,,30.0,Kyra Anderson
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:55 am,10:15 am,California Sea Cucumber,1,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:55 am,10:15 am,Gumboot Chiton,3,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:55 am,10:15 am,Orange Cucumber,69,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:55 am,10:15 am,Pinto Abalone,1,10.0,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:55 am,10:15 am,Ochre Star,1,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:55 am,10:15 am,Green/Pallid Urchin,3,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:55 am,10:15 am,Purple Urchin,8,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:55 am,10:15 am,Red Urchin,21,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,10:05 am,California Sea Cucumber,7,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,10:05 am,Gumboot Chiton,3,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,10:05 am,Orange Cucumber,73,,5.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,10:05 am,Rock Scallop,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,10:05 am,Blood Star,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,10:05 am,Mottled Star,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,10:05 am,Rainbow Star,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,10:05 am,Red Urchin,24,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,10:35 am,California Sea Cucumber,7,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,10:35 am,Gumboot Chiton,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,10:35 am,Orange Cucumber,54,,18.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,10:35 am,Blood Star,2,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,10:35 am,Red Urchin,24,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:19 pm,12:24 pm,California Sea Cucumber,6,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:19 pm,12:24 pm,Gumboot Chiton,4,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:19 pm,12:24 pm,Orange Cucumber,113,,19.2,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:19 pm,12:24 pm,Piddock Clam,3,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:19 pm,12:24 pm,Blood Star,1,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:19 pm,12:24 pm,Blue Striped Sun Star,1,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:19 pm,12:24 pm,Kelp Crab,3,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:19 pm,12:24 pm,Purple Urchin,4,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,07/06/2025,12:19 pm,12:24 pm,Red Urchin,3,,30.0,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,California Sea Cucumber,2,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Gumboot Chiton,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Orange Cucumber,64,,5.5,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Rock Scallop,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Blood Star,4,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Blue Striped Sun Star,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Mottled Star,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Rock Crab,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Large Anemone,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Purple Urchin,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:12 pm,12:31 pm,Red Urchin,4,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:48 pm, 1:04 pm,California Sea Cucumber,3,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:48 pm, 1:04 pm,Gumboot Chiton,5,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:48 pm, 1:04 pm,Orange Cucumber,56,,5.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:48 pm, 1:04 pm,Blood Star,7,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:48 pm, 1:04 pm,Leather Star,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:48 pm, 1:04 pm,Rock Crab,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:48 pm, 1:04 pm,Purple Urchin,1,,30.0,Shawn Augustine
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:48 pm, 1:04 pm,Red Urchin,10,,30.0,Shawn Augustine
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:49 am,10:06 am,Ochre Star,5,,30.0,Andrew Olivero
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:49 am,10:06 am,Rock Crab,2,,30.0,Andrew Olivero
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:49 am,10:06 am,Kelp Crab,2,,30.0,Andrew Olivero
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:49 am,10:06 am,Plumose Anemone,3,,30.0,Andrew Olivero
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:49 am,10:06 am,California Sea Cucumber,4,,30.0,Andrew Olivero
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:49 am,10:06 am,Mottled Star,1,,30.0,Andrew Olivero
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:38 am, 9:46 am,California Sea Cucumber,29,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:38 am, 9:46 am,Plumose Anemone,19,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:38 am, 9:46 am,Mottled Star,9,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:38 am, 9:46 am,Kelp Crab,2,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:38 am, 9:46 am,Rock Crab,1,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,3,08/13/2023,12:01 pm,12:14 pm,Mottled Star,9,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,3,08/13/2023,12:01 pm,12:14 pm,California Sea Cucumber,25,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,3,08/13/2023,12:01 pm,12:14 pm,Plumose Anemone,9,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,3,08/13/2023,12:01 pm,12:14 pm,Rock Crab,3,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,3,08/13/2023,12:01 pm,12:14 pm,Kelp Crab,6,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,4,08/13/2023,10:04 am,10:10 am,California Sea Cucumber,15,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,4,08/13/2023,10:04 am,10:10 am,Mottled Star,14,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,4,08/13/2023,10:04 am,10:10 am,Orange Cucumber,1,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,4,08/13/2023,10:04 am,10:10 am,Plumose Anemone,42,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,4,08/13/2023,10:04 am,10:10 am,Rock Crab,1,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,4,08/13/2023,10:04 am,10:10 am,Kelp Crab,3,,30.0,Kyra Anderson
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,5,08/18/2023, 1:00 pm, 1:04 pm,Mottled Star,9,,30.0,Chris Van Damme
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,5,08/18/2023, 1:00 pm, 1:04 pm,Kelp Crab,1,,30.0,Chris Van Damme
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,6,08/18/2023, 1:10 pm, 1:16 pm,Mottled Star,11,,30.0,Chris Van Damme
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,6,08/18/2023, 1:10 pm, 1:16 pm,Rock Crab,1,,30.0,Chris Van Damme
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,1,06/11/2024, 9:45 am, 9:51 am,Leather Star,3,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,1,06/11/2024, 9:45 am, 9:51 am,California Sea Cucumber,1,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,1,06/11/2024, 9:45 am, 9:51 am,Mottled Star,5,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,1,06/11/2024, 9:45 am, 9:51 am,Gumboot Chiton,1,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:21 am, 9:38 am,Leather Star,3,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:21 am, 9:38 am,California Sea Cucumber,11,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:21 am, 9:38 am,Mottled Star,4,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:21 am, 9:38 am,Rock Crab,1,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,06/11/2024, 9:21 am, 9:38 am,Gumboot Chiton,2,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,06/16/2024, 3:43 pm, 3:59 pm,California Sea Cucumber,1,,30.0,Jackie  Keleher
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,06/16/2024, 3:43 pm, 3:59 pm,Mottled Star,2,,30.0,Jackie  Keleher
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,06/16/2024, 3:43 pm, 3:59 pm,Leather Star,4,,30.0,Jackie  Keleher
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,06/16/2024, 3:43 pm, 3:59 pm,Piddock Clam,2,,30.0,Jackie  Keleher
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,06/16/2024, 3:43 pm, 3:59 pm,Rock Crab,1,,30.0,Jackie  Keleher
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,4,06/12/2024,10:45 am,11:07 am,Mottled Star,3,,30.0,Megan Heckman
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,4,06/12/2024,10:45 am,11:07 am,Leather Star,7,,30.0,Megan Heckman
