survey_id,site_name,site_country,latitude,longitude,region,date_start,date_end,transect,start_at,start_time,end_time,depth_start,depth_end,species,category,amount,observer
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025,,,17.0,15.0,Small Boulder (25-50cm-WA),UPC Substrate,3,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025,,,17.0,15.0,Shell Hash,UPC Substrate,6,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025,,,17.0,15.0,Rock (15-25cm-WA),UPC Substrate,1,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025,,,17.0,15.0,Superlayer Brown Algae,UPC Cover,17,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025,,,17.0,15.0,Superlayer Acid Weed,UPC Cover,2,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025,,,17.0,15.0,Cobble (5-15cm-WA),UPC Substrate,3,Anya  Voloshin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,1) Sand,UPC Substrate,2,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,4) Reef,UPC Substrate,10,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,Pebble (0.5-5cm-WA),UPC Substrate,8,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,Small Boulder (25-50cm-WA),UPC Substrate,1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,Large Boulder (50cm-1m-WA),UPC Substrate,4,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,Shell Hash,UPC Substrate,1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,0 (0-10cm),UPC Relief,1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,1 (>10cm-1m),UPC Relief,29,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,1) None,UPC Cover,4,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,2) Brown (Kelp Holdfast),UPC Cover,2,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,3) Other Brown Algae (Any Part),UPC Cover,3,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,5) Red Algae,UPC Cover,2,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,6) Encrusting Red Algae,UPC Cover,6,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,8) Crustose Coralline,UPC Cover,9,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,9) Sessile Invertebrates,UPC Cover,4,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,Superlayer Brown Algae,UPC Cover,15,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025,,,16.0,15.0,Cobble (5-15cm-WA),UPC Substrate,4,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,16.0,16.0,1) Sand,UPC Substrate,5,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,16.0,16.0,Pebble (0.5-5cm-WA),UPC Substrate,13,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,16.0,16.0,Small Boulder (25-50cm-WA),UPC Substrate,5,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,16.0,16.0,Large Boulder (50cm-1m-WA),UPC Substrate,4,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,16.0,16.0,Shell Hash,UPC Substrate,1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,16.0,16.0,0 (0-10cm),UPC Relief,16,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,16.0,16.0,1 (>10cm-1m),UPC Relief,14,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,16.0,16.0,1) None,UPC Cover,15,Erica Bleke
