survey_id,site_name,site_country,latitude,longitude,region,date_start,date_end,transect,start_at,start_time,end_time,species,amount,test_diameter,diseased_qty,observer
216093c5-ef15-43d2-b9e4-6b310b8d44e6,Tongue Point,United States of America,48.256822,-124.275318,California,08/02/2024,08/02/2024,0,08/02/2024, 1:42 pm, 1:53 pm,Green/Pallid Urchin,34,5,0,""
216093c5-ef15-43d2-b9e4-6b310b8d44e6,Tongue Point,United States of America,48.256822,-124.275318,California,08/02/2024,08/02/2024,0,08/02/2024, 1:42 pm, 1:53 pm,Green/Pallid Urchin,32,6,0,""
216093c5-ef15-43d2-b9e4-6b310b8d44e6,Tongue Point,United States of America,48.256822,-124.275318,California,08/02/2024,08/02/2024,0,08/02/2024, 1:42 pm, 1:53 pm,Green/Pallid Urchin,11,7,0,""
216093c5-ef15-43d2-b9e4-6b310b8d44e6,Tongue Point,United States of America,48.256822,-124.275318,California,08/02/2024,08/02/2024,0,08/02/2024, 1:42 pm, 1:53 pm,Green/Pallid Urchin,1,8,0,""
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Purple Urchin,3,2,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Purple Urchin,10,3,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Purple Urchin,7,4,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Purple Urchin,32,5,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Purple Urchin,18,6,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Purple Urchin,31,7,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Purple Urchin,6,10,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Purple Urchin,3,11,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,1,3,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,2,5,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,3,6,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,8,7,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,10,8,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,16,9,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,29,10,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,21,11,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,15,12,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,11,13,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Red Urchin,7,14,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Green/Pallid Urchin,1,1,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Green/Pallid Urchin,67,2,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,0,08/08/2025,10:42 am,11:15 am,Green/Pallid Urchin,43,3,0,"Mike  Spranger, Desiree Ong, Michelle Halpin"
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Purple Urchin,2,3,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Purple Urchin,6,4,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Purple Urchin,10,5,1,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Purple Urchin,20,6,6,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Purple Urchin,29,7,3,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Purple Urchin,7,8,1,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,3,1,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,3,2,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,1,4,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,4,5,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,7,6,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,29,7,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,23,8,1,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,18,9,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,9,10,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,7,11,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Red Urchin,1,12,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Green/Pallid Urchin,5,2,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Green/Pallid Urchin,9,3,1,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Green/Pallid Urchin,7,4,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Green/Pallid Urchin,23,5,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Green/Pallid Urchin,27,6,0,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Green/Pallid Urchin,31,7,1,Kyra Anderson
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,0,07/30/2023, 9:40 am,10:30 am,Green/Pallid Urchin,4,8,0,Kyra Anderson
